row_id,verdict,artifact_path,artifact_exists,layer_match,surface_path,reason,artifact_shared_with
155,BACKED,docs/sessions/2026-08-06/hw292-screenshots/row155-alloy-icon-survives-reload-headline4.png,yes,yes,products/catalyst/bootstrap/ui/src/shared/lib/resolveCatalogIcon.ts,Post-reload hero renders the edited cilium.svg rather than the bundled alloy.svg fallback; the pre-fill and picker-grid halves are carried by the row137 and row138 artifacts in the same set,129 139
157,BACKED,docs/sessions/2026-08-06/hw292-screenshots/row157-alloy-dual-edit-paths-headline6.png,yes,yes,products/catalyst/bootstrap/ui/src/pages/sovereign/CatalogDetail.tsx,Strongest artifact in the batch - the YamlEditor's Current pane visibly contains summary RECONCILE-PROOF-20260806T141458 and iconLight/iconDark /component-logos/cilium.svg so the cif-* inline saves demonstrably landed in the very file Edit IaC opens,146
158,UNBACKED,docs/sessions/2026-08-06/hw292-screenshots/row158-postgres-3rd-blueprint-headline7.png,yes,yes,products/catalyst/bootstrap/ui/src/pages/sovereign/CatalogDetail.tsx,The clause needs a 2nd AND 3rd blueprint but the artifact is a single PostgreSQL capture (byte-identical to row150's file); the bp-cnpg and bp-keycloak walks with their proof strings are prose only with no screenshot,150
159,UNBACKED,docs/sessions/2026-08-06/hw292-screenshots/row159-sovereignty-panel-post-cutover.png,yes,no,products/catalyst/bootstrap/ui/src/pages/sovereign,I opened the PNG: it shows the POST-cutover panel — badge reads SOVEREIGN with 'Sovereignty achieved' and 'CUTOVER IN PROGRESS 100%'; the clause's TETHERED badge and 'Achieve True Sovereignty' CTA appear nowhere in the artifact and survive as prose only; file is byte-identical to row160's PNG,160
160,BACKED,docs/sessions/2026-08-06/hw292-screenshots/row160-settings-sovereignty-anchor.png,yes,yes,products/catalyst/bootstrap/ui/src/pages/sovereign,I opened the PNG: the Settings sidebar renders a dedicated 'Sovereignty' item as its last entry and the Cluster-sovereignty panel is present on the same page; the shared image covers this clause even though it does not cover row 159's,159
161,BACKED,docs/sessions/2026-08-06/hw292-screenshots/row161-jobs-populated-activity.png,yes,yes,products/catalyst/bootstrap/ui/src/pages/sovereign,I opened the PNG: /jobs renders a populated typed table (Install Axon / cluster-autoscaler / Debezium / Envoy / frpc / KEDA / KServe with LIFECYCLE kind chips) signed in as the owner — no spinner; no empty state; no login redirect,
162,BACKED,docs/sessions/2026-08-06/hw292-screenshots/row162-cutover-14-steps.png,yes,partial,platform/self-sovereign-cutover/chart,I opened the PNG: 14/182 rows all parented to 'Cutover' with the 11 canonical step names plus 3 region-b legs; two divergences from the prose — the filter shown is the free-text search 'cutover-step' with PARENT=All (not the Parent facet the cell describes) and the total reads 182 not 181; the clause's 'expand the group row' affordance does not exist,163 164
163,BACKED,docs/sessions/2026-08-06/hw292-screenshots/row163-cutover-step-statuses-honest.png,yes,yes,platform/self-sovereign-cutover/chart,I opened the PNG (byte-identical to row162/164/166): every one of the 14 step rows reads SUCCEEDED; the anti-premature-green half rests on a disclosed mid-run observation (idx=7 egress-block-test with cutoverComplete=false for ~26 min) which is a genuine discriminator rather than an all-green tautology,162 164
164,UNBACKED,docs/sessions/2026-08-06/hw292-screenshots/row164-cutover-group-reflects-children.png,yes,partial,platform/self-sovereign-cutover/chart,The clause names the discriminating case — a group with a FAILED child must read failed — and no failed child ever existed on this env (11 Jobs Complete; 0 Failed); the check therefore could not fail; the evidence grades the ConfigMap and Job objects rather than the group badge and the artifact is the same all-green jobs PNG reused for rows 162/163/166,162 163
167,BACKED,docs/sessions/2026-08-06/hw292-screenshots/row167-dashboard-signedin-no-login.png,yes,yes,products/catalyst/bootstrap/ui/src/pages/sovereign/Dashboard.tsx + live:catalyst-api session,Concrete landing state (treemap 194 items; identity chip; no login form or password field) and a unique row-id-named screenshot; verified by filename since PNGs hold no text,
168,BACKED,docs/sessions/2026-08-06/hw292-screenshots/row168-jobs-populated-list.png,yes,yes,products/catalyst/bootstrap/ui/src/pages/sovereign/JobsPage.tsx,168 populated activity rows counted with no spinner/empty-state/login-redirect; full-page screenshot on disk (2.9 MB) named for the row,
169,BACKED,docs/sessions/2026-08-06/hw292-screenshots/row169-jobs-kind-column-viewport.png,yes,yes,products/catalyst/bootstrap/ui/src/pages/sovereign/JobsTable.tsx,Header quoted verbatim (Name·Kind·App·Region·Deps·Parent·Status·Runs·Started·Duration) and 37 typed-kind cells sampled across five kinds; screenshot exists,
170,BACKED,docs/sessions/2026-08-06/hw292-screenshots/row170-jobs-install-openbao-succeeded.png,yes,yes,products/catalyst/bootstrap/ui/src/pages/sovereign/JobsTable.tsx,The install-openbao row is transcribed field-by-field (Kind=install; App=openbao; Region=primary; Deps=install-gateway-api+install-cnpg; Parent=Bootstrap; Status=Succeeded; 20m47s) which is the exact cell the clause names,
171,BACKED,docs/sessions/2026-08-06/hw292-screenshots/row171-jobs-real-rows.png,yes,yes,products/catalyst/bootstrap/ui/src/pages/sovereign/jobsAdapter.ts,COVERAGE CAVEAT the row declares honestly: the clause is universal ('every rendered row') but only 4 of 168 rows were cross-checked against kubectl; the no-placeholder half is checked table-wide by name shape only,
172,BACKED,docs/sessions/2026-08-06/hw292-screenshots/row172-jobs-status-failed-filter.png,yes,yes,products/catalyst/bootstrap/ui/src/pages/sovereign/JobsPage.tsx,Best-evidenced row in the batch — filter re-renders 178→1 with testid and data-status=failed AND a cluster-wide Job sweep finds exactly one genuinely failed Job (BackoffLimitExceeded) with an independent API read agreeing 10/1/1; I opened the screenshot and it shows STATUS=failed with 1/182; the second cited path .playwright-mcp/hw292-172-jobs-failed-filter.png is ABSENT but is redundant,174
173,RE-GREENABLE,products/catalyst/bootstrap/ui/src/pages/sovereign/useLiveJobsBackfill.ts,yes,no,re-walk /jobs in a browser for ~90s on hw292,The ❌ rests on 'this Sovereign is quiescent so no job transitioned' which live state contradicts: three CronJobs still fire (guacamole-bp-guacamole-admin-enroll and newapi-bp-newapi-admin-promote at * * * * * with ACTIVE=1 and last schedule 6s ago; bp-flux-stuck-hr-recovery at */2); the UI tail mechanism exists (refetchInterval) and the 08-08 same-env sample already caught three in-place status changes,
174,BACKED,docs/sessions/2026-08-06/hw292-screenshots/row174-jobs-rerun-on-failed-row.png,yes,yes,products/catalyst/bootstrap/ui/src/pages/sovereign/JobsTable.tsx,I opened the PNG: the FAILED Syft SBOM row carries a visible Re-run control in the ACTIONS column — the clause exactly; note the image is byte-identical to row 172's and shows syft-sbom while this row's 08-03 prose names a different failed row (cutover-harbor-prewarm) three days earlier,172
175,BACKED,docs/sessions/2026-08-06/hw292-screenshots/row175-jobs-no-rerun-on-succeeded.png,yes,yes,products/catalyst/bootstrap/ui/src/pages/sovereign/JobsTable.tsx,Genuine negative measurement rather than a spot check — exactly 1 Re-run button across all 168 rows while ~150 render Succeeded/healthy; unique screenshot on disk,
176,SUPERSEDED-STALE,products/catalyst/bootstrap/ui/src/pages/sovereign/RetryJobButton.tsx,yes,yes,one authenticated click on the jobs-retry control for the failed syft-sbom row on hw292,Both stated ⛔ reasons are dead: hw291 was wiped on 2026-08-03; hw292 carries a FAILED non-cutover row (syft-grype-bp-syft-grype-29763030 Failed 5d23h; catalyst task-syft-sbom failed) and the deployed catalyst-ui fad88bdb9 DOES contain the 8367b627a name-resolution fix (verified by merge-base),177
177,BACKED,products/catalyst/bootstrap/ui/src/pages/sovereign/RetryJobButton.tsx,yes,yes,POST the retry for task-syft-sbom and re-read runCount/latestExecutionId,The 'one mechanism / no per-kind UI' half is proven from live DOM across 178 rows; the residual is genuinely the unexecuted click which is a mutation; the ⚠️ is honest and the retryable leaf still exists live,176
178,SUPERSEDED-STALE,products/catalyst/bootstrap/api/internal/handler/auth_handover.go,yes,yes,roll catalyst-api to an image built from a commit >= 3eed58270,Identical to row 123: #5614 merged and the hardcoded mothership issuer literal is gone from main; only the deployed image (fad88bdb9) still predates the fix so the ⛔ blocking claim no longer describes the code,123
179,BACKED,docs/sessions/2026-08-06/hw292-screenshots/row179-console-avatar-menu-signedin.png,yes,yes,products/catalyst/bootstrap/ui/src/pages/sovereign,I opened the PNG: the top-right avatar menu is open and reads 'Signed in as / emrah.baysal@openova.io / Sign out' over the live dashboard treemap — exactly the clause,
180,BACKED,docs/sessions/2026-08-06/hw292-screenshots/row30-row180-grafana-bare-url-owner.png,yes,partial,live:grafana-oidc-sso,I opened the PNG: Grafana Home breadcrumb; full left nav incl. Administration; profile avatar top-right; zero login form — but the content pane is blank so the clause's literal 'Welcome to Grafana' panel and the ?orgId=1 URL are not visible in the artifact; the identity half is carried by the verbatim GET /api/user 200 with authLabels Generic OAuth,
181,BACKED,docs/sessions/2026-08-06/hw292-screenshots/row32-row181-harbor-bare-url-owner.png,yes,yes,live:harbor-oidc-sso,I opened the PNG: /harbor/projects signed in as emrah.baysal@openova.io with the Administration nav expanded; Projects 1/9/10; Repositories 117/167/284; quota 31.55GiB and all 10 project rows — matches the cell verbatim,
182,BACKED,docs/sessions/2026-08-06/hw292-screenshots/row31-row182-gitea-bare-url-owner.png,yes,partial,live:gitea-oidc-sso,I opened the PNG: the gitea dashboard renders logged in as emrah.baysal (Gitea 1.22.3 footer); the clause's document title and the ':443 stays on the URL' half are not visible in a screenshot and rest on the cell's prose,
183,BACKED,platform/openbao/chart/templates/sso-configure-deployment.yaml,yes,yes,bump bp-openbao HR to >= 1.2.66 (itself held behind the bp-cilium ghcr-pull failure),The #5829 policy-write gate is merged to main (1742992db) and the chart is at 1.2.66; hw292's bp-openbao HR still reads desired 1.2.64 applied 1.2.64 Ready=False so the fix is not deployed and the engine-listing 403 half stays failing,
187,BACKED,docs/sessions/2026-08-06/hw292-screenshots/row187-grafana-active-active.png,yes,yes,products/catalyst/bootstrap/ui/src/pages/sovereign/AppDetail/TopologyTab.tsx,PNG shows the bp-grafana Topology tab reading 'Pattern: active-active' with two region cards both badged PRIMARY / serves writes and zero STANDBY - exactly both clauses,
188,BACKED,products/catalyst/bootstrap/api/internal/handler/application_status_synth_5835.go,yes,yes,roll catalyst-api to an image containing be000b90a/472409679,The UI leg fix (#5827 synthesiseAppFromRuntime plus #5835) is merged to main but merge-base shows it is NOT in the deployed image fad88bdb9; the backend placement half already passes so the ⚠️ is deploy-gated and correctly non-green today,
189,UNBACKED,NONE,no,unknown,core/services/provisioning/handlers/kubeconfig_reconciler.go + live:secret/catalyst/cutover-secondary-kubeconfigs,"no artifact of any kind - prose only; and the clause's operative word 'on restart' was never exercised - the walk compared an external copy against the stored copy at one instant and inferred the self-heal had already happened, so zero-touch-on-restart is asserted, not demonstrated",
192,BACKED,products/catalyst/bootstrap/ui/src/pages/sovereign/ConvergenceWizard.tsx,yes,yes,owner decision — drop the wizard-link clause or delete the orphaned component,Re-checked main: ConvergenceWizard.tsx still owns wizard-link-reconciliation and is imported by nothing outside its own test; router.tsx and useCloudLens.tsx mention it only in comments and it is registered in the KNOWN_ORPHANS guard; the deep-link half passes so no code fix moves this row,
193,BACKED,docs/sessions/2026-08-06/hw292-screenshots/row193-recon-drillin-argocd-surface.png,yes,partial,products/catalyst/bootstrap/ui/src/pages/sovereign,I opened the PNG: a real drill-in surface with the nine tabs Overview/YAML/Logs/Events/Metrics/SBOM/Compliance/Reconcile/Tree plus APIVERSION/KIND/OWNER/LABELS/ACTIONS — but it is helmrelease/bp-alloy not the Kustomization the cell describes and the Overview shows no annotations block; the cell's 'live annotations including reconcile.fluxcd.io/requestedAt' is not in the artifact,
194,BACKED,docs/sessions/2026-08-06/hw292-screenshots/row194-recon-list-live-status.png,yes,partial,products/catalyst/bootstrap/ui/src/pages/sovereign,I opened the PNG: /cloud list renders the HelmReleases table with per-row live status chips (Reconciled and Reconciling both present; e.g. bp-catalyst-platform and bp-continuum read Reconciling) — but it is the HelmReleases view; the cell describes the 10-row kustomizations view; PNG is byte-identical to row198-cloud-helmreleases-72.png,198
195,UNBACKED,docs/sessions/2026-08-06/hw292-screenshots/row195-recon-logs.png,yes,no,products/catalyst/bootstrap/ui/src/pages/sovereign,I opened the PNG: the Logs tab renders the PLACEHOLDER 'Logs are streamed per-Pod. Drill into the Tree tab and pick a child Pod to see logs.' — the literal opposite of the clause; the verbatim kustomize-controller line is prose only; the cell itself admits the logs route was never called this pass; and the cell carries a spliced unit-test fragment (TestLogLineMentionsToken_...) belonging to another row,
196,BACKED,docs/sessions/2026-08-06/hw292-screenshots/row196-recon-reconcile-clicked.png,yes,yes,products/catalyst/bootstrap/api/internal/handler,Cell carries a before/after pair read from the live object with kubectl (requestedAt 2026-08-03T14:01:12.20355763Z -> 14:03:01.38594655Z after pressing reconcile-action-reconcile at 14:03:02Z); I opened the PNG and it corroborates the control ('Reconcile now' + 'reconcile requested by emrah.baysal@openova.io'),
197,BACKED,docs/sessions/2026-08-06/hw292-screenshots/row197-recon-suspended.png,yes,yes,products/catalyst/bootstrap/api/internal/handler,Cell reports both directions read off the live object (spec.suspend unset -> True -> False with applied revision main@sha1:7bcd1d59573c52727c6edb16dbb1a6871e69ba7c); I opened the PNG and it shows 'suspend requested by ...' while SUSPENDED still reads no — the stale-pane sub-defect the cell itself discloses; the live object is the layer the clause names,
198,BACKED,docs/sessions/2026-08-06/hw292-screenshots/row198-cloud-helmreleases-72.png,yes,yes,products/catalyst/bootstrap/ui/src/pages/sovereign/cloud-list/K8sListPage.tsx,UI count 67 matches kubectl get helmreleases -A = 67 exactly plus four more kinds cross-checked and an honest zero and two disclosed unwired kinds (#5611); I opened the PNG and it shows the real HelmReleases table but is a viewport capture so the total is not visible in-frame; filename says 72 while every measured value says 67,194
204,BACKED,docs/sessions/2026-08-06/hw292-screenshots/row204-cloud-workernodes-8.png,yes,yes,products/catalyst/bootstrap/ui/src/pages/sovereign/cloud-compute/WorkerNodesPage.tsx,'Not 0' is satisfied and cross-checked against kubectl; ARITHMETIC CAVEAT the evidence surfaces without resolving — kubectl reports 3 workers + 1 control-plane per region so the real worker count is 6 while the WorkerNode chip reads 8/8; the chip appears to count control-planes as workers,
205,BACKED,none (inline citation),n/a,partial,products/catalyst/bootstrap/api/internal/handler/applications.go,Verbatim API values: GET /api/v1/fleet/applications 200; 60482 bytes; items=79 across 68 Blueprints with 79 unique names and a populated sovereign block; the cell also discloses that the /fleet browser route 404s by design on a Sovereign (router.tsx gates fleet on mothership mode) so the pass grades the API not the page,
209,BACKED,none (inline citation),n/a,yes,live:storageclass/evs-ssd,Verbatim counts with a genuineness discriminator: region-a 51 PVCs and region-b 48 PVCs all on evs-ssd; provisioner evs.csi.huaweicloud.com; 50 PVs CSI-backed with real Huawei EVS volumeHandles; hostPath/local PVs = 0,
210,BACKED,none (inline citation),n/a,partial,live:storageclass,Verbatim `kubectl get storageclass` returning exactly two classes (evs-ssd default; seaweedfs-storage) so local-path is absent not merely unused — but it proves the StorageClass absence; the clause's parenthetical k3s --disable=local-storage flag is never read,
211,BACKED,docs/sessions/2026-08-05/hw292-uat-173-211/row211-mcp-list_applications-response.json,yes,yes,products/openova-mcp/internal/tools,TRAP CHECKED AND CLEARED — I opened the artifacts and they are genuine MCP: JSON-RPC 2.0 envelopes with tools/call to POST https://mcp.hw292.omani.works/mcp returning isError=false and 14 Applications with namespace/blueprint/version/phase; this is NOT a REST call to catalyst-api; PRINCIPAL CAVEAT — row211-mcp-whoami.json literally reads sovereign_admin:false tier:owner so the clause's sovereign-admin token was never itself exercised; the walk discloses this and argues owner is a strict superset,
212,BACKED,core/services/provisioning/,yes,yes,emit a per-Org bp-openova-mcp instance from the per-Org GitOps renderer (#5843) or adjudicate D32/D33 supersession,"NOT a REST layer-mismatch — the cell grades genuine JSON-RPC (tools/call plus the -32001 identity rejection with a sovereign-bearer control); live hw292 confirms the structural cause independently: exactly one MCP Deployment (openova-mcp-bp-openova-mcp, sovereign context), none in uatco, and zero mcp references in core/services/provisioning",
213,BACKED,core/services/provisioning/,yes,yes,emit a per-Org bp-openova-mcp instance (#5843) then re-walk cross-Org get_application,Also NOT a layer-mismatch — the MCP leg was exercised via tools/call (200 with the real CR body; -32010 404 for a missing app) and the walker explicitly refused to stamp the adjacent catalyst-api REST 200/403/401 evidence; the per-Org instance the row needs still does not exist on hw292,
214,BACKED,none,n/a,yes,products/catalyst/bootstrap/ui,Verbatim audit of the SERVED bundle with an exact byte count and all ten 'tenant' literals enumerated and individually classified as non-display; standalone SME = 0 which I re-confirmed in the source tree; NOT re-openable — the asset hash is env-scoped and hw292's bundle is gone with the env,
215,BACKED,none,n/a,yes,products/catalyst/chart/crds/organization.yaml,"Re-verified by me in-repo: spec.tier enum [org, corporate] at organization.yaml:120; the cell's own control (sibling planSlug enum [s m l xl flexi]) also matches at line 128 so the live extractor was not echoing a constant",
216,BACKED,core/marketplace/src/pages/redeem.astro,yes,yes,mint one voucher via the BSS menu then walk /redeem/?code=<CODE> to Launch,Both outcome halves already pass on hw292 (uatco state=done with all six provisioning steps and live vcluster pods); the unwalked leg is voucher-code ENTRY which needs a voucher to exist and redeeming one provisions a new Organization — a mutation,3
217,SUPERSEDED-STALE,products/catalyst/bootstrap/api/internal/handler/org_console_tls_reconcile.go,yes,yes,re-walk the customer PIN flow on hw292 console.uatco.omani.homes (IMAP + browser); the hw291 listener-admission cause is dead,The stated block was 'console 0/6' and 'per-Org listeners declared but ABSENT from .status.listeners (8 declared 6 admitted)' on hw291 which was wiped 2026-08-03; on hw292 region-A the gateway declares 10 and ADMITS 10 including console-https-uatco and console-http-uatco; console.uatco.omani.homes/login answers 200 at 3/6 fresh-TCP and row 218's own hw292-2026-08-06 walk completed the PIN flow on that exact host and landed on the per-Org /apps,219
218,BACKED,products/catalyst/bootstrap/ui/src/pages/sovereign/AppDetail/InstancesSection.tsx,yes,yes,deploy #5823 pre-select to hw292 then re-walk with a MULTI-instance Blueprint; bp-agenity cannot satisfy the wizard clause once installed,Walked on the row's named per-Org surface on hw292 and the wizard half is a clean measured negative; the same evidence establishes the suppression is BY DESIGN for a singleton-per-Org Blueprint that already has an instance; so the clause as written is unsatisfiable for bp-agenity on this env and the pre-select fix is source-only,
219,BACKED,products/catalyst/bootstrap/api/internal/handler/org_console_tls_reconcile.go,yes,yes,roll catalyst-api past fad88bd (#5647/#5713/#5723/#5732) and clear the ghcr-pull auth cascade (#5759),Measured live: HR uatco/uatco-agenity-rtz-a Ready=True InstallSucceeded bp-agenity@0.5.21 and pod 1/1 Running so convergence holds; agenity.uatco.omani.homes fresh-TCP is 6/10 x 302 (OIDC gate) and 4/10 connection failure; and the cascade root is real — flux-system/bp-cilium HelmChart SourceNotReady 'no auth config for ghcr.io' fanning DependencyNotReady to 57 of 75 HelmReleases,217
220,BACKED,products/agenity/chart/templates/externalsecret-anthropic.yaml,yes,yes,founder seeds OpenBao catalyst/anthropic/token (#4277); no code change moves this row,Re-measured on hw292: ExternalSecret uatco/agenity-anthropic-token Ready=False SecretSyncedError 'could not get secret data from provider' while the sibling uatco/agenity-mcp-bearer on the SAME store and namespace is Ready=True SecretSynced; zero anthropic/claude Secrets exist cluster-wide; agenity pod 1/1 Running on ghcr.io/openova-io/agenity:0.9.7,222
221,BACKED,products/catalyst/bootstrap/api/internal/handler/sovereign_anthropic_seed.go,yes,yes,founder seeds the Anthropic credential (#4277); the #5516 half is already fixed in main and only needs the image roll,The PRIMARY gate is verified live on hw292 not hw291 — the anthropic ExternalSecret is still SecretSyncedError with a working sibling as control — so the block stands; but half the stated reason is stale: the cited 'second wall' #5516 is FIXED on main (de1cbec54 / PR #5522) which branches Org-context reads to the own-org seam before requireDeployment,G8
222,BACKED,products/agenity/chart/templates/externalsecret-anthropic.yaml,yes,yes,unblocks strictly downstream of row 221; nothing to change here,Purely downstream of 221 whose primary cause (unseeded OpenBao anthropic path) is re-measured live on hw292; the #5516 half of the cited reason is stale for the same reason as 221,220
223,SUPERSEDED-STALE,products/openova-mcp/internal/tools/catalogue.go,yes,yes,roll the bp-agenity image past de1cbec54 then call list_applications / cross-Org get_application with the Org bearer; this row does NOT need the Anthropic credential,The row's ONLY stated cause is #5516 — every read leg returning -32000 'no deployment binding' so a cross-Org 403 could not be distinguished — and that is fixed on main: catalogue.go now routes ContextOrganization callers to the own-org seam with the file comment 'no Org-context tool may call requireDeployment'; the Org bearer the test needs exists and is healthy (uatco/agenity-mcp-bearer Ready=True SecretSynced) so this row is at most deploy-gated and does not share 221/222's credential gate,
226,BACKED,docs/sessions/2026-08-06/hw292-screenshots/row226-wordpress-reachable.png,yes,yes,core/controllers/organization/internal/controller/per_org_flux.go,Opened it: the WordPress first-run installer is serving; the hostname is not in frame but the cell carries the curl chain (302 -> /wp-admin/install.php -> 200) plus the flux Kustomization Ready=True with applied revision sha and the running pod names; byte-identical to row 89's second capture,
227,BACKED,products/catalyst/bootstrap/api/internal/handler/catalog_seed.go,unknown,yes,walk PRE-cutover on a fresh prov OR trigger the local gitea mirror sync and assert the CR advances without kubectl patch,Re-verified on hw292 today: cutoverComplete=true; all six Flux GitRepositories point at http://gitea-http.gitea.svc.cluster.local:3000 not github.com; and Blueprint CR bp-self-sovereign-cutover still reads 0.1.158 while main's Chart.yaml now carries 0.1.176 — the CR correctly did not move because the mothership delivery path is severed by design,
229,BACKED,none (inline citation),n/a,yes,products/catalyst/bootstrap/clusters,Concrete live reads plus two discriminators: bootstrap-kit Ready=True at main@sha1:7bcd1d59 and Healthy=True in 245ms; cnpg-system operator 1/1; 21 apiserver-egress CNPs VALID=True; a Cluster created INSIDE the 20:01-20:22Z region-kill window still reached 3/3; and a vacuity control where the same probe returns 'Setting up primary' for a different Cluster,
230,BACKED,none (inline citation),n/a,yes,live:secret/ghcr-pull-reflection,Consumption half actually exercised: pod uatco-agenity-rtz-a-bp-agenity-0 pulled ghcr.io/openova-io/agenity:0.9.7 resolved to a real imageID with imagePullSecrets=[ghcr-pull]; plus a same-URL credential control (anonymous 401 vs reflected secret 200) and a NotFound vacuity control,
231,BACKED,none (inline citation),n/a,yes,platform/postgres/chart,Subject was created rather than reasoned about: POST 201; chart bp-postgres@0.2.16; spec.instances=1 (singleton not activeHotStandby); readyInstances=1; netpol postgres-allow-cnpg-operator-probe present at runtime in ns walk-stranger-two with a before-state control showing it existed in ZERO namespaces while 40 netpols existed; plus a cross-Org quota control,
233,BACKED,core/controllers/organization/internal/controller/tenant_console_tls.go,yes,yes,fix the per-region per-Org listener write (#5511/#5246) so region-B carries *.<org> listeners,"Residual re-measured with one fresh TCP connection per attempt: wordpress.uatco.omani.homes returns 302 (to /wp-admin/install.php) on 4 of 10 and connection failure on 6 of 10; region-B holds zero uatco listeners on kube-system/cilium-gateway-console, no uatco namespace and no uatco HTTPRoutes, while both regions share EIP 212.72.24.85",R16
235,LAYER-MISMATCH,(inline; no file),n/a,no,platform/sso-bridge + live:grafana OIDC client,THE WRONG SURFACE ENTIRELY — the clause is grafana /login/generic_oauth → Keycloak → signed-in 3/3 with bp-sso-bridge refreshing the grafana OIDC client secret; both stamps instead walk the CONSOLE passwordless-PIN flow (pin/issue → mailbox code → pin/verify → /api/v1/whoami 200) three times; grafana; the OIDC round-trip; the client secret and sso-bridge are never touched — the walk matched the '3/3' numerology and not the surface,
236,BACKED,docs/sessions/2026-08-06/hw292-screenshots/row236-keycloak-topology-regionb.png,yes,yes,platform/keycloak + live:region-b bp-keycloak HelmRelease,Every PASS sub-clause is measured: region-b HR Ready=True bp-keycloak@1.5.7; keycloak-0 1/1 Running; realm import proven by an in-pod discovery 200 on a realm that exists only via the primary's shared-pg (the real cross-region DB test) with 0 ERROR/FATAL; DISCLOSED DEVIATION — the literal keycloak.<host> has no HTTPRoute so the 302 was walked against the canonical auth.<fqdn> and the row text needs updating,
R10,BACKED,none,n/a,yes,products/catalyst/chart/templates/controllers/organization-controller-clusterrole.yaml,Re-verified by me in-repo: organizations verbs are get/list/watch/update/patch and the cell's live extraction carried a differing-verb control (helmreleases lacking update/patch) so the reader is not blanket-asserting; runtime half proven via a finalizer present on a live CR,
R11,BACKED,platform/gitea/chart,unknown,yes,none — permanently unwalkable like rows 99-107; re-baseline as a design exemption rather than a live block,"Verified on hw292 that the premise still holds: the gitea namespace, Deployment and PVC are all 6d13h old — the same age as the nodes — so gitea is host-side from t=0 and the one-time #4325 de-vcluster re-home genuinely cannot recur; one sub-claim IS stale though and should not be re-cited — '0 vClusters exist' is false on hw292, which runs two (uatco and walk-stranger-two) — but gitea is not in either, so the adjudication is unaffected",
R12,UNBACKED,none (inline citation),n/a,partial,live:svc/shared-pg-mesh-rw,The evidence cell TRUNCATES mid-sentence at '(no local' so the cross-region routing and the streaming-replication half it claims are cut off entirely; and its header names 'a predecessor env' (a de-named env; the same de-naming edit is visible in commit 1846d0f67) while the Walk cell stamps hw292 — the pass is attributed to an env the evidence does not claim; the DNS half alone is verbatim with an NXDOMAIN control,
R13,BACKED,none (inline citation),n/a,yes,live:region-b/keycloak+gitea+harbor,Verbatim per-pod steady state: keycloak-0 1/1 Running 0 restarts 7h15m; gitea 1/1 + gitea-sso-configure 1/1 0 restarts; full harbor stack Running 0 restarts; cluster-wide CrashLoopBackOff in region-b = 0,
R14,BACKED,docs/sessions/2026-08-06/hw292-screenshots/rowR14-organizations-directory-live.png,yes,yes,products/catalyst/bootstrap/api/internal/handler/org_list_from_cr.go + products/catalyst/bootstrap/ui/src/pages/sovereign/organizations/OrganizationsDirectoryPage.tsx,"Discriminates correctly on a CR-ONLY field: every record carries boundary_phase Ready which has no source in the provision store, so mergeOrgResponses genuinely merged CR data rather than echoing Store.List(); I opened the screenshot and the directory table renders 4/4 live Org rows with kind/tier/billing/isolation/status; prose count (2) predates the screenshot count (4) by two days",21 22 23
R15,BACKED,none,n/a,yes,core/services/provisioning/handlers/organization_create.go,Verbatim read-only psql output with real ids across four hops (order -> plan slug -> tenant -> Organization CR spec.planSlug -> overlay ResourceQuota label); caveat: the cell attributes the walk to 'a predecessor env' while the Walk column stamps hw292 (10 rows in UAT.md carry that same phrase),
R16,BACKED,core/controllers/organization/internal/controller/tenant_console_tls.go,yes,yes,make the per-Org listener write reconcile into EVERY region (#5246/#5511) and reap the r17probe orphan (#5426),"Confirmed with one fresh TCP connection per attempt as instructed: console.uatco.omani.homes 5/10 x 200 and 5/10 connection failure, while console.hw292.omani.works on the same EIP is 10/10 x 200; the mechanism is measured not inferred — region-A's kube-system/cilium-gateway-console declares AND admits console-https-uatco plus console-http-uatco, region-B carries ZERO uatco listeners and instead still holds orphaned *.r17probe ones, and region-B has no uatco namespace and no uatco HTTPRoutes",233
R17,BACKED,products/catalyst/bootstrap/api/internal/handler/org_console_tls_reap.go,yes,yes,roll catalyst-api past fad88bd so the merged multi-region prefix-matching reaper (407c00e74/10ab5c70b/#5848) actually runs,"Every named orphan is still present today, 5d23h old: HTTPRoute catalyst-system/catalyst-ui-r17probe-omani-homes for console.r17probe.omani.homes in BOTH regions, Gateway listeners console-https-r17probe and console-http-r17probe on region-B's kube-system/cilium-gateway-console, and TLS Secret kube-system/org-wildcard-tls-r17probe-omani-homes in region-A only — four orphans from a deleted Organization",
R18,BACKED,none (inline citation),n/a,yes,products/catalyst/bootstrap/api/cmd/api/main.go,Guard observed FIRING verbatim in catalyst-api at boot ('preserving mothership-injected handover pubkey; not publishing local signer key (#4450)') 3ms after 'signer ready' — so a local signer existed and was still declined; the stored Secret is untouched (single key public.jwk; 399 bytes; age 12h); the cell also self-discloses and fixes an empty-sha256 vacuity in its own script (3d98af405),
R19,BACKED,products/sandbox,yes,yes,none — void row; the clause was never rewritten to the Agenity surface so it should stay a recorded design supersession,"The Sandbox concept was removed by the founder on 2026-06-30 and hw292 confirms it: zero sandbox pods anywhere, while the successor runs — catalyst-system/openova-mcp-bp-openova-mcp-64d9c76d48-l7rg9 is 1/1 Running; the row's clause still literally reads 'sandbox-controller reaches Running' so the Sandbox rationale matches the clause and the block is legitimate",
